目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
76.0,2.0,93.91,88.36,85.17,88.88,88.65,91.63,93.27,91.77,2.0,25.0,1.0,18.0,3.0,5.0,1,1979.0,5.0,17.0,4.0,2.0,20.0,8.0,7.0,18.0,33.0,0.0
77.0,2.0,73.39,71.11,77.81,66.66,69.67,69.41,73.34,70.33,2.0,45.0,4.0,15.0,2.0,3.0,#NULL!,1975.0,5.0,20.0,3.0,4.0,20.0,15.0,18.0,30.0,10.0,0.0
78.0,2.0,76.7,77.8,70.44,77.77,77.76,77.77,77.77,73.66,1.0,5.0,1.0,6.0,3.0,5.0,1,1991.0,6.0,7.0,3.0,2.0,20.0,15.0,8.0,40.0,10.0,0.0
79.0,2.0,82.47,82.26,81.56,85.19,80.84,77.77,86.79,81.87,2.0,36.0,1.0,3.0,3.0,5.0,1,1984.0,4.0,14.0,4.0,2.0,38.0,20.0,27.0,0.0,0.0,1.0
80.0,2.0,72.22,77.44,70.44,71.24,71.28,77.77,73.38,74.44,2.0,30.0,1.0,10.0,2.0,3.0,#NULL!,1990.0,6.0,8.0,5.0,2.0,30.0,24.0,16.0,0.0,0.0,0.0
81.0,2.0,70.57,74.11,77.81,74.5,75.99,80.52,73.34,70.33,2.0,34.0,2.0,6.0,4.0,6.0,1,1986.0,6.0,10.0,6.0,2.0,36.0,16.0,25.0,0.0,0.0,0.0
82.0,2.0,77.48,83.24,81.41,78.66,76.05,78.31,75.63,74.44,2.0,13.0,2.0,9.0,5.0,6.0,1,1986.0,6.0,10.0,4.0,3.0,30.0,14.0,26.0,12.0,0.0,0.0
83.0,2.0,69.83,77.33,77.81,70.82,74.52,75.03,82.35,76.99,2.0,11.0,1.0,6.0,3.0,5.0,1,1987.0,6.0,10.0,3.0,2.0,40.0,35.0,36.0,10.0,5.0,0.0
84.0,2.0,78.38,81.09,74.2,74.93,84.02,83.06,73.15,78.89,2.0,12.0,2.0,11.0,3.0,2.0,#NULL!,1988.0,6.0,8.0,7.0,9.0,60.0,50.0,45.0,10.0,10.0,0.0
85.0,2.0,83.93,81.09,77.81,85.61,84.02,83.06,84.31,85.54,2.0,20.0,2.0,8.0,4.0,6.0,1,1986.0,5.0,11.0,5.0,6.0,22.0,16.0,18.0,0.0,0.0,0.0
86.0,2.0,82.8,82.07,81.56,78.19,82.78,83.6,79.86,85.54,2.0,20.0,1.0,4.0,3.0,5.0,1,1992.0,4.0,7.0,4.0,8.0,14.0,8.0,12.0,0.0,0.0,0.0
87.0,2.0,74.13,80.81,77.81,77.77,84.02,86.14,75.48,73.66,2.0,16.0,3.0,8.0,4.0,6.0,1,1986.0,5.0,11.0,4.0,4.0,28.0,13.0,25.0,0.0,0.0,0.0
88.0,2.0,80.95,83.89,77.81,85.61,77.76,83.6,84.31,81.44,2.0,35.0,1.0,6.0,3.0,5.0,1,1984.0,4.0,10.0,3.0,2.0,20.0,8.0,6.0,20.0,35.0,0.0
89.0,2.0,84.32,84.65,81.56,78.66,75.93,83.6,79.93,77.42,2.0,15.0,1.0,3.0,3.0,5.0,1,1989.0,5.0,8.0,4.0,8.0,15.0,9.0,12.0,0.0,0.0,0.0
90.0,2.0,82.41,83.24,81.56,84.72,84.02,83.06,79.88,77.34,1.0,27.0,1.0,5.0,2.0,3.0,#NULL!,1990.0,6.0,9.0,4.0,5.0,18.0,10.0,13.0,30.0,0.0,0.0
91.0,2.0,90.39,88.92,88.92,92.14,88.87,94.7,91.18,88.87,2.0,28.0,1.0,6.0,2.0,3.0,#NULL!,1990.0,6.0,5.0,6.0,4.0,23.0,18.0,20.0,0.0,0.0,1.0
92.0,2.0,70.38,71.79,51.82,74.93,76.15,77.77,79.86,81.52,2.0,40.0,1.0,20.0,6.0,6.0,2,1979.0,6.0,20.0,4.0,4.0,18.0,6.0,10.0,0.0,0.0,0.0
93.0,2.0,81.73,80.23,74.2,81.45,79.76,86.67,82.14,81.02,2.0,38.0,1.0,15.0,5.0,6.0,1,1983.0,5.0,15.0,6.0,5.0,15.0,9.0,9.0,30.0,20.0,0.0
94.0,2.0,77.81,73.54,66.69,77.77,71.67,69.74,77.77,74.44,2.0,25.0,1.0,5.0,3.0,2.0,#NULL!,1995.0,4.0,3.0,7.0,9.0,16.0,8.0,10.0,20.0,10.0,0.0
95.0,2.0,84.26,86.08,74.05,89.77,82.78,83.39,84.3,85.2,2.0,26.0,2.0,1.0,3.0,2.0,#NULL!,1994.0,6.0,4.0,6.0,8.0,20.0,8.0,14.0,0.0,0.0,0.0
96.0,2.0,88.92,82.66,88.92,81.45,87.09,83.06,80.07,85.54,2.0,35.0,1.0,15.0,4.0,6.0,2,1985.0,5.0,15.0,3.0,4.0,20.0,15.0,9.0,30.0,10.0,0.0
97.0,2.0,73.93,70.86,59.33,66.66,69.9,77.77,64.57,74.44,2.0,30.0,2.0,8.0,3.0,5.0,1,1989.0,6.0,8.0,4.0,2.0,26.0,13.0,12.0,20.0,20.0,0.0
98.0,2.0,74.85,79.69,66.69,81.93,79.17,69.41,59.92,70.33,2.0,13.0,2.0,5.0,5.0,6.0,1,1982.0,6.0,15.0,6.0,6.0,22.0,8.0,9.0,20.0,25.0,0.0
99.0,2.0,64.64,59.99,40.7,62.97,69.84,55.56,60.13,62.98,2.0,12.0,2.0,7.0,5.0,6.0,1,1990.0,4.0,7.0,6.0,4.0,20.0,8.0,7.0,20.0,30.0,0.0
100.0,2.0,82.8,79.47,81.56,84.72,81.0,83.06,7.88,78.11,1.0,7.0,2.0,9.0,3.0,2.0,#NULL!,1989.0,6.0,7.0,7.0,9.0,60.0,55.0,50.0,10.0,10.0,0.0
101.0,2.0,72.22,75.78,77.81,69.92,74.75,69.41,71.24,73.66,2.0,12.0,2.0,9.0,4.0,2.0,#NULL!,1989.0,6.0,8.0,7.0,9.0,60.0,50.0,40.0,10.0,10.0,0.0
102.0,2.0,81.69,79.87,74.05,77.77,79.54,77.77,80.05,81.87,2.0,23.0,1.0,10.0,4.0,4.0,#NULL!,1982.0,8.0,16.0,1.0,2.0,50.0,40.0,35.0,25.0,10.0,0.0
103.0,2.0,96.16,94.31,88.92,96.3,93.72,94.7,93.46,95.88,2.0,28.0,2.0,6.0,3.0,2.0,#NULL!,1992.0,6.0,5.0,7.0,9.0,30.0,11.0,20.0,0.0,20.0,0.0
104.0,2.0,72.41,51.05,66.69,77.77,77.99,75.03,73.34,73.66,2.0,30.0,2.0,2.0,3.0,5.0,1,1990.0,5.0,7.0,4.0,8.0,25.0,15.0,18.0,0.0,13.0,0.0
105.0,2.0,82.41,83.52,81.56,78.66,84.02,86.14,79.93,76.99,1.0,20.0,1.0,4.0,2.0,3.0,#NULL!,1991.0,6.0,7.0,3.0,5.0,13.0,8.0,11.0,0.0,0.0,0.0
106.0,2.0,80.62,72.16,66.84,67.13,76.27,66.99,73.52,63.33,2.0,32.0,2.0,6.0,3.0,5.0,1,1988.0,5.0,9.0,3.0,5.0,12.0,5.0,9.0,10.0,0.0,0.0
107.0,2.0,77.09,81.97,81.41,81.45,72.75,80.31,77.91,84.77,1.0,25.0,1.0,4.0,2.0,3.0,#NULL!,1989.0,5.0,9.0,4.0,8.0,15.0,9.0,10.0,25.0,0.0,0.0
108.0,2.0,75.96,66.69,70.44,69.92,61.64,66.66,68.76,62.55,2.0,40.0,2.0,20.0,2.0,3.0,#NULL!,1980.0,5.0,16.0,3.0,4.0,15.0,10.0,11.0,10.0,10.0,0.0
109.0,2.0,80.58,84.1,85.17,84.72,80.84,77.77,80.05,77.76,2.0,7.0,2.0,6.0,2.0,3.0,#NULL!,1992.0,6.0,5.0,8.0,10.0,20.0,15.0,10.0,30.0,0.0,0.0
110.0,2.0,79.66,83.24,81.56,85.19,79.54,86.14,84.44,77.76,2.0,15.0,1.0,12.0,3.0,5.0,1,1985.0,4.0,14.0,5.0,6.0,16.0,7.0,8.0,20.0,10.0,0.0
111.0,2.0,75.24,75.41,77.81,74.5,71.51,77.77,77.77,69.98,2.0,35.0,2.0,15.0,2.0,3.0,#NULL!,1985.0,4.0,12.0,3.0,6.0,20.0,15.0,11.0,20.0,10.0,0.0
112.0,2.0,79.84,86.52,77.81,88.88,73.45,80.85,93.5,77.76,2.0,15.0,1.0,8.0,3.0,5.0,1,1980.0,6.0,17.0,3.0,4.0,24.0,9.0,11.0,18.0,20.0,0.0
113.0,2.0,70.63,70.06,63.08,59.71,61.64,64.45,66.8,63.33,2.0,32.0,1.0,8.0,3.0,5.0,1,1988.0,5.0,8.0,4.0,4.0,40.0,20.0,20.0,0.0,0.0,0.0
114.0,2.0,68.54,63.69,66.84,66.66,66.49,72.49,68.95,62.9,2.0,34.0,1.0,12.0,2.0,3.0,#NULL!,1986.0,5.0,13.0,7.0,9.0,40.0,20.0,25.0,0.0,0.0,0.0
115.0,2.0,74.13,78.21,81.56,77.77,69.73,77.77,73.34,70.33,2.0,18.0,2.0,7.0,4.0,6.0,1,1988.0,4.0,8.0,6.0,4.0,17.0,15.0,27.0,12.0,0.0,0.0
116.0,2.0,74.48,77.8,59.18,77.77,77.76,77.77,86.53,77.76,3.0,6.0,5.0,15.0,4.0,5.0,2,1982.0,4.0,16.0,4.0,6.0,15.0,10.0,10.0,0.0,27.0,0.0
117.0,2.0,76.88,80.6,81.41,74.5,75.82,78.64,75.43,77.76,2.0,35.0,1.0,5.0,3.0,2.0,#NULL!,1985.0,5.0,15.0,5.0,6.0,17.0,15.0,15.0,40.0,15.0,0.0
118.0,2.0,79.84,73.54,77.81,74.08,71.67,69.74,75.48,70.76,2.0,40.0,2.0,15.0,3.0,5.0,1,1980.0,6.0,16.0,2.0,4.0,19.0,12.0,7.0,0.0,0.0,0.0
119.0,2.0,99.04,99.03,99.03,99.98,99.98,99.99,95.6,95.88,2.0,40.0,1.0,15.0,3.0,5.0,1,1980.0,4.0,18.0,4.0,2.0,24.0,9.0,11.0,20.0,20.0,0.0
120.0,2.0,82.47,77.04,81.56,81.03,80.84,83.6,82.35,81.87,1.0,9.0,2.0,6.0,3.0,5.0,1,1992.0,6.0,7.0,5.0,4.0,20.0,14.0,16.0,10.0,5.0,0.0
121.0,2.0,89.11,88.92,88.92,92.14,88.87,88.88,91.16,88.87,2.0,6.0,1.0,5.0,3.0,5.0,1,1985.0,4.0,15.0,3.0,3.0,40.0,18.0,13.0,20.0,33.0,0.0
122.0,2.0,88.92,93.33,99.03,99.98,91.95,94.17,88.88,92.98,2.0,35.0,1.0,10.0,4.0,5.0,2,1985.0,6.0,13.0,4.0,2.0,40.0,15.0,17.0,18.0,25.0,0.0
123.0,2.0,76.7,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2.0,17.0,2.0,7.0,5.0,6.0,1,1987.0,5.0,10.0,4.0,6.0,28.0,12.0,21.0,0.0,0.0,0.0
124.0,2.0,82.23,81.09,85.17,81.45,81.0,77.77,80.05,78.11,2.0,15.0,2.0,8.0,3.0,5.0,1,1989.0,5.0,7.0,7.0,9.0,30.0,25.0,26.0,10.0,10.0,0.0
125.0,2.0,82.8,85.91,81.56,85.61,85.85,83.6,84.31,81.44,2.0,28.0,1.0,10.0,5.0,6.0,1,1992.0,5.0,6.0,4.0,4.0,13.0,20.0,22.0,10.0,5.0,0.0
126.0,2.0,78.35,60.18,66.54,78.19,65.19,77.77,68.95,77.69,1.0,11.0,3.0,1.0,3.0,5.0,1,1999.0,6.0,1.0,4.0,5.0,16.0,8.0,10.0,0.0,0.0,0.0
127.0,2.0,77.81,78.38,77.81,81.03,77.76,86.14,77.77,77.76,1.0,12.0,1.0,5.0,4.0,5.0,2,1983.0,5.0,15.0,4.0,2.0,18.0,12.0,12.0,0.0,0.0,0.0
128.0,2.0,72.1,66.08,62.94,70.82,56.02,75.36,66.71,59.23,2.0,28.0,1.0,6.0,5.0,6.0,1,1991.0,6.0,6.0,6.0,8.0,36.0,16.0,30.0,0.0,0.0,0.0
129.0,2.0,82.41,67.75,62.94,63.4,58.79,71.95,73.2,70.76,1.0,15.0,1.0,18.0,3.0,5.0,1,1981.0,5.0,17.0,4.0,2.0,30.0,15.0,18.0,30.0,20.0,0.0
130.0,2.0,83.52,80.81,81.41,82.35,79.54,88.88,90.98,81.09,2.0,28.0,1.0,6.0,5.0,6.0,1,1991.0,6.0,7.0,5.0,6.0,32.0,12.0,20.0,0.0,0.0,0.0
131.0,2.0,73.53,79.07,70.44,74.08,72.75,77.77,73.34,67.43,2.0,31.0,1.0,7.0,6.0,6.0,2,1989.0,6.0,7.0,4.0,3.0,28.0,20.0,23.0,16.0,6.0,0.0
132.0,2.0,73.15,69.12,59.33,74.08,69.67,66.34,68.76,63.33,2.0,10.0,2.0,8.0,6.0,6.0,2,1989.0,4.0,10.0,6.0,2.0,20.0,15.0,16.0,15.0,15.0,0.0
133.0,2.0,75.84,85.67,81.56,77.77,77.76,78.31,77.73,78.11,1.0,20.0,2.0,4.0,5.0,6.0,1,1986.0,5.0,11.0,3.0,4.0,12.0,6.0,9.0,20.0,0.0,0.0
134.0,2.0,73.93,73.54,77.81,69.92,74.52,77.77,73.38,70.76,1.0,8.0,2.0,8.0,3.0,2.0,#NULL!,1988.0,4.0,7.0,7.0,9.0,13.0,40.0,30.0,20.0,10.0,0.0
135.0,2.0,75.78,74.44,55.58,74.08,69.9,72.49,82.15,70.33,2.0,15.0,2.0,10.0,3.0,5.0,1,1980.0,6.0,15.0,4.0,2.0,18.0,10.0,13.0,0.0,0.0,0.0
136.0,2.0,83.34,77.8,77.81,81.45,80.78,80.85,82.35,78.54,2.0,25.0,1.0,5.0,4.0,2.0,#NULL!,1995.0,6.0,3.0,5.0,5.0,16.0,20.0,25.0,5.0,6.0,0.0
137.0,2.0,82.8,87.65,81.56,85.61,83.85,83.06,84.44,84.77,2.0,26.0,1.0,6.0,3.0,2.0,#NULL!,1994.0,6.0,5.0,4.0,5.0,25.0,10.0,20.0,3.0,1.0,0.0
138.0,2.0,66.69,62.96,59.33,67.08,60.34,66.66,73.38,73.66,2.0,28.0,3.0,1.0,3.0,5.0,1,1992.0,6.0,4.0,1.0,5.0,18.0,8.0,15.0,0.0,0.0,0.0
139.0,2.0,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2.0,13.0,2.0,7.0,4.0,6.0,1,1987.0,6.0,10.0,4.0,3.0,30.0,13.0,27.0,10.0,0.0,0.0
140.0,2.0,79.66,74.8,74.05,77.77,77.76,72.49,75.68,70.76,2.0,32.0,2.0,8.0,3.0,5.0,1,1988.0,4.0,8.0,7.0,9.0,17.0,9.0,10.0,23.0,8.0,0.0
141.0,2.0,73.15,69.12,74.2,77.77,72.75,77.77,75.62,62.9,1.0,20.0,3.0,10.0,1.0,1.0,#NULL!,1985.0,6.0,10.0,3.0,7.0,18.0,14.0,10.0,20.0,10.0,0.0
142.0,2.0,71.36,67.1,59.18,77.77,63.58,74.7,66.67,77.76,2.0,33.0,1.0,8.0,5.0,6.0,1,1986.0,4.0,11.0,5.0,2.0,25.0,12.0,20.0,20.0,5.0,0.0
143.0,2.0,72.41,73.96,59.33,62.97,68.12,63.92,51.16,44.86,2.0,30.0,1.0,10.0,3.0,2.0,#NULL!,1990.0,6.0,8.0,3.0,4.0,28.0,20.0,21.0,0.0,0.0,0.0
144.0,2.0,81.36,91.31,77.81,88.88,85.85,85.81,91.18,88.87,2.0,10.0,1.0,9.0,4.0,4.0,#NULL!,1990.0,5.0,8.0,6.0,7.0,20.0,12.0,10.0,0.0,0.0,0.0
145.0,2.0,69.83,67.55,74.05,66.66,60.4,72.49,73.27,69.98,2.0,33.0,1.0,13.0,4.0,5.0,2,1987.0,6.0,10.0,4.0,3.0,24.0,12.0,8.0,40.0,10.0,0.0
146.0,2.0,87.22,89.53,88.92,81.93,85.79,83.6,79.87,85.54,1.0,20.0,1.0,15.0,6.0,6.0,1,1985.0,6.0,12.0,3.0,2.0,25.0,20.0,10.0,35.0,10.0,0.0
147.0,2.0,88.92,81.5,77.81,85.61,84.08,77.77,84.51,81.44,1.0,21.0,2.0,8.0,3.0,5.0,1,1983.0,6.0,14.0,4.0,2.0,22.0,12.0,17.0,0.0,0.0,0.0
148.0,2.0,73.21,74.76,74.05,81.03,80.94,78.1,71.1,76.99,1.0,8.0,2.0,8.0,3.0,5.0,1,1989.0,6.0,9.0,4.0,8.0,20.0,15.0,10.0,40.0,10.0,0.0
149.0,2.0,77.81,77.8,81.56,88.88,80.84,83.6,77.77,81.09,2.0,38.0,2.0,5.0,5.0,6.0,1,1982.0,6.0,13.0,5.0,4.0,30.0,13.0,22.0,0.0,0.0,0.0
150.0,2.0,89.97,63.63,55.43,59.71,48.92,58.3,88.74,69.56,2.0,35.0,1.0,10.0,5.0,6.0,1,1985.0,6.0,12.0,4.0,1.0,32.0,24.0,24.0,11.0,9.0,0.0
151.0,2.0,77.81,77.8,74.05,77.77,77.76,77.77,77.77,74.44,1.0,25.0,1.0,5.0,3.0,5.0,1,1989.0,6.0,7.0,5.0,2.0,36.0,18.0,31.0,0.0,0.0,0.0
152.0,2.0,74.25,74.52,77.81,74.5,72.91,75.56,77.58,73.66,2.0,35.0,1.0,15.0,2.0,3.0,#NULL!,1985.0,6.0,11.0,5.0,2.0,40.0,30.0,35.0,0.0,0.0,0.0
153.0,2.0,78.74,79.83,74.05,74.08,72.91,69.21,64.52,74.44,2.0,35.0,1.0,12.0,2.0,3.0,#NULL!,1985.0,6.0,13.0,3.0,2.0,30.0,25.0,25.0,0.0,0.0,0.0
154.0,2.0,88.92,88.92,85.17,88.88,85.85,83.06,86.79,85.54,2.0,31.0,1.0,5.0,6.0,6.0,2,1989.0,6.0,9.0,4.0,2.0,34.0,13.0,20.0,18.0,0.0,0.0
155.0,2.0,83.93,81.36,81.56,78.66,79.7,83.6,77.79,85.54,1.0,30.0,2.0,5.0,3.0,5.0,1,1981.0,6.0,14.0,6.0,4.0,40.0,12.0,27.0,0.0,0.0,0.0
156.0,2.0,78.92,77.8,81.56,81.45,71.45,74.7,80.07,77.76,2.0,11.0,2.0,10.0,3.0,2.0,#NULL!,1988.0,5.0,6.0,7.0,9.0,65.0,60.0,50.0,10.0,10.0,0.0
157.0,2.0,63.94,68.84,66.69,70.34,72.81,75.56,68.76,70.33,2.0,33.0,1.0,10.0,2.0,3.0,#NULL!,1987.0,5.0,13.0,5.0,4.0,40.0,15.0,20.0,0.0,0.0,0.0
158.0,2.0,86.89,81.5,70.44,81.03,83.85,83.06,84.49,85.54,1.0,10.0,3.0,4.0,4.0,5.0,1,1987.0,6.0,10.0,4.0,7.0,40.0,12.0,36.0,14.0,6.0,1.0
159.0,2.0,77.81,76.54,70.44,74.5,74.52,66.34,73.38,73.66,2.0,40.0,1.0,11.0,3.0,5.0,1,1980.0,6.0,16.0,3.0,2.0,50.0,45.0,46.0,0.0,0.0,0.0
160.0,2.0,87.81,84.65,81.56,81.93,82.61,86.14,82.16,85.54,2.0,33.0,2.0,4.0,5.0,6.0,1,1987.0,5.0,9.0,4.0,6.0,10.0,5.0,9.0,20.0,10.0,0.0
161.0,2.0,80.56,77.8,74.05,88.88,72.91,80.52,82.21,85.2,1.0,10.0,2.0,1.0,3.0,5.0,1,1984.0,6.0,12.0,4.0,2.0,18.0,10.0,16.0,0.0,0.0,0.0
162.0,2.0,66.51,58.01,70.44,66.19,55.55,55.56,60.0,59.65,2.0,30.0,2.0,3.0,4.0,5.0,2,1990.0,5.0,8.0,3.0,4.0,15.0,8.0,12.0,3.0,2.0,0.0
163.0,2.0,76.14,64.02,51.82,81.93,72.97,69.41,62.28,55.9,1.0,10.0,2.0,12.0,3.0,5.0,1,1975.0,6.0,23.0,3.0,2.0,16.0,10.0,8.0,20.0,0.0,0.0
164.0,2.0,73.15,77.44,74.2,74.08,74.58,75.03,71.24,66.23,2.0,33.0,1.0,5.0,3.0,5.0,1,1987.0,6.0,9.0,3.0,5.0,18.0,10.0,13.0,12.0,0.0,0.0
165.0,2.0,78.39,85.91,59.18,85.61,81.0,85.81,71.06,81.09,2.0,36.0,1.0,10.0,3.0,5.0,1,1984.0,4.0,13.0,3.0,2.0,25.0,15.0,18.0,0.0,0.0,0.0
166.0,2.0,72.28,73.54,66.69,77.77,66.65,69.74,80.05,77.42,2.0,35.0,2.0,3.0,3.0,5.0,1,1984.0,6.0,12.0,4.0,7.0,28.0,15.0,25.0,5.0,0.0,0.0
167.0,2.0,72.41,76.54,74.05,81.03,74.75,66.34,75.62,73.66,1.0,30.0,1.0,2.0,3.0,5.0,1,1984.0,6.0,11.0,4.0,9.0,20.0,11.0,15.0,10.0,10.0,0.0
168.0,2.0,77.27,69.08,77.81,77.77,79.23,77.77,71.24,74.44,2.0,15.0,1.0,5.0,4.0,5.0,2,1988.0,5.0,10.0,3.0,2.0,25.0,20.0,15.0,20.0,0.0,0.0
169.0,2.0,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1.0,18.0,1.0,12.0,3.0,5.0,1,1986.0,6.0,11.0,2.0,4.0,25.0,18.0,20.0,0.0,17.0,0.0
170.0,2.0,79.66,76.54,85.17,84.72,71.45,77.45,80.05,74.44,1.0,10.0,1.0,2.0,3.0,2.0,#NULL!,1995.0,6.0,2.0,3.0,8.0,20.0,10.0,9.0,0.0,0.0,0.0
171.0,2.0,78.03,93.37,62.94,99.98,82.78,94.7,90.98,92.98,2.0,15.0,2.0,7.0,3.0,5.0,1,1987.0,6.0,9.0,4.0,4.0,20.0,8.0,7.0,20.0,30.0,0.0
172.0,2.0,79.11,91.92,59.18,99.98,78.24,97.25,91.16,96.3,2.0,15.0,2.0,8.0,3.0,5.0,1,1987.0,6.0,9.0,4.0,2.0,22.0,8.0,6.0,18.0,40.0,0.0
173.0,2.0,81.69,79.07,66.69,77.77,74.75,83.06,77.76,77.76,2.0,39.0,1.0,10.0,3.0,5.0,1,1980.0,6.0,15.0,4.0,6.0,25.0,8.0,17.0,0.0,0.0,0.0
174.0,2.0,85.04,83.2,96.28,92.14,85.63,86.14,84.31,88.87,2.0,20.0,1.0,8.0,4.0,5.0,2,1985.0,5.0,11.0,4.0,2.0,21.0,11.0,11.0,0.0,20.0,0.0
175.0,2.0,66.69,64.26,70.3,66.66,60.34,66.66,71.04,66.66,2.0,28.0,2.0,3.0,5.0,6.0,1,1987.0,4.0,10.0,2.0,5.0,27.0,10.0,13.0,20.0,0.0,0.0
176.0,2.0,99.04,99.03,99.03,93.03,96.9,99.99,99.99,99.98,2.0,16.0,2.0,14.0,3.0,5.0,1,1985.0,6.0,9.0,6.0,8.0,24.0,13.0,9.0,20.0,20.0,0.0
177.0,2.0,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,1.0,20.0,1.0,8.0,5.0,6.0,1,1990.0,6.0,8.0,7.0,9.0,25.0,9.0,16.0,0.0,0.0,1.0
178.0,2.0,92.79,89.12,85.17,93.46,99.98,94.7,99.99,99.98,2.0,28.0,1.0,10.0,5.0,6.0,1,1985.0,6.0,12.0,4.0,3.0,28.0,15.0,9.0,20.0,25.0,0.0
179.0,2.0,91.49,94.6,92.67,92.14,96.96,94.7,93.46,88.87,2.0,34.0,1.0,8.0,5.0,6.0,1,1986.0,4.0,10.0,4.0,7.0,24.0,11.0,9.0,0.0,35.0,0.0
180.0,2.0,75.78,77.8,77.81,77.77,77.76,69.41,75.48,77.76,2.0,30.0,1.0,10.0,1.0,1.0,#NULL!,1990.0,6.0,8.0,7.0,9.0,20.0,10.0,15.0,10.0,5.0,0.0
181.0,2.0,73.15,90.94,81.56,92.56,79.54,83.6,82.21,81.09,1.0,8.0,2.0,5.0,3.0,5.0,1,1987.0,5.0,9.0,4.0,4.0,26.0,10.0,11.0,18.0,25.0,0.0
