品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
2,0.9007176349389602,0.9310921786023377,0.9725257209672019,0.8963974599679136,0.6149354777437203,0.9582483627504028,0.535376014400537,1.1608491301517192,1,10,1,6,3,3,0,31,6,5,4,4,20,11,17,2,0,1
2,0.9733781525648199,0.7840044880853522,1.0637276792805173,0.9069989712861951,0.6603367760974524,1.0264407216035163,0.4815254385670094,1.0709272976249382,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,0,0,1
1,0.7594319688172028,1.3310739184920326,0.7962652345882243,0.8757111306847442,0.6836251807468797,0.8255228003708186,0.8668436914809755,1.3375819961079887,2,12,1,8,4,6,1,34,6,9,5,3,20,11,13,6,0,1
2,0.8774008570579511,1.174513238057193,0.9433404660722371,0.8929893158743258,0.8868450304218225,0.936354764445357,0.9646311118192132,1.1898454326979944,2,14,1,8,4,5,1,33,6,9,4,4,19,11,13,3,0,1
1,0.7322737620110942,1.2783003831099218,0.7625388512517479,0.8717274979903261,0.5092308759012082,0.7999963324282188,0.6602823467477437,1.3718298567806433,2,10,1,7,4,5,1,34,6,8,5,3,21,11,15,7,0,1
1,0.6293632326813592,1.4953045067838824,0.6351480466242317,0.8566266978909843,0.4443539536014538,0.7032553917189366,0.7366541020056016,1.502337895058059,2,10,1,8,5,6,1,36,6,10,6,3,22,11,13,10,0,1
1,0.7739005159292494,1.3117468915594857,0.81425260244828,0.8778327480384156,0.708501202935824,0.8391207092935395,0.87883860449437,1.3193716218007034,2,12,1,8,4,6,1,34,6,9,5,3,20,11,13,6,0,1
2,0.8396315474728598,1.055919602286952,0.8961474925136513,0.8874632383494387,0.576674124164495,0.9008810474096717,0.5806559181657258,1.2369590072749235,1,10,1,6,4,4,0,32,6,6,5,4,21,11,16,4,0,1
1,0.6982879298700303,1.4131244239121554,0.7203992718275297,0.8667407793350821,0.5785473729997143,0.7680490759286128,0.8161575369647432,1.4148055714617387,2,11,1,8,5,6,1,35,6,10,5,3,21,11,13,8,0,1
1,0.7604460655906755,1.2195557067343366,0.797525515569951,0.8758598509943847,0.5269531439221777,0.8264759071760728,0.6393808559738186,1.3363048307524328,2,10,1,7,4,4,1,34,6,8,5,3,21,11,15,6,0,1
1,0.63651500684754,1.4801013765112192,0.6439816360143625,0.8576759719176721,0.44886938152672007,0.7099782956427483,0.731346616097814,1.4932334166962928,2,10,1,8,5,6,1,36,6,10,6,3,22,11,13,9,0,1
2,0.9414406192506252,0.84848737054828,1.0235926069851136,0.9023429040374,0.6403956562586087,0.9964736434416408,0.5051957128200791,1.110370532930906,1,10,1,5,3,3,0,31,6,5,4,4,20,11,17,1,0,1
1,0.6546597634210354,-0.08583687901488164,0.9786723980418814,1.0153732041008683,0.8628314723549296,0.4734807982004561,1.0565031549532868,0.5381878526489082,2,38,1,20,3,5,1,39,6,14,6,3,39,34,35,12,0,1
1,0.5866280501086812,-0.18379753055265324,1.0670622108342467,0.9254255187323803,0.8453840324243738,0.6791740841305823,1.056803113754415,0.5381878526489082,2,38,1,20,3,5,1,39,6,14,6,3,40,35,36,14,0,1
2,0.8081658282702142,0.1664121756713355,0.7814484760730133,1.2196207716579879,0.9022418695816506,-0.03510988391196191,1.0558266578442588,0.5381878526489082,2,39,2,20,4,6,1,40,5,15,5,2,37,32,32,5,0,1
1,0.5567261610417884,-0.0886428708445715,0.9162029569670047,0.8228056653789695,0.7347134650387198,0.6527613509655141,0.9000804573641705,0.5381878526489082,2,38,1,18,3,5,1,39,6,14,6,3,40,34,36,15,1,1
2,0.5233705658055264,0.1561683126073124,0.605624881885106,0.6597248222093969,0.5322246815247641,0.5326629621330491,0.6050979204867812,0.5381878526489082,2,37,1,15,4,5,2,38,6,13,6,2,40,32,36,15,3,1
1,0.74087150467973,0.0638328457590052,0.8675238945004129,1.1298763323203114,0.8849657587637282,0.20632163541898169,1.056123025444239,0.5381878526489082,2,39,1,20,4,5,1,40,5,15,5,3,38,33,33,8,0,1
1,0.5724416933530341,-0.18896018199024378,1.0648642963781259,0.8998541535487486,0.8305539026189589,0.709274815914259,1.0398086048961057,0.5381878526489082,2,38,1,20,3,5,1,39,6,14,6,3,40,35,36,15,0,1
2,0.5221672198318729,0.16406697510719587,0.594502002087104,0.653846224711568,0.5249247661015161,0.5283220496438421,0.5944558181088822,0.5381878526489082,2,37,1,15,4,5,2,38,6,13,6,2,40,32,36,15,3,1
2,0.8933285451436053,0.2885537477009166,0.6733313804202634,1.333617605608125,0.92408228323923,-0.3018735015816533,1.0554524195435082,0.5381878526489082,2,40,2,20,5,6,1,41,4,16,4,2,36,31,31,2,0,1
1,0.5547884514353405,-0.07542778315077828,0.8979949631388375,0.8133181460367492,0.7229238167196119,0.6457921439691808,0.8829020215888671,0.5381878526489082,2,38,1,18,3,5,1,39,6,14,6,3,40,34,36,15,1,1
1,0.6265501764372889,-0.1275336932835567,1.0151233651169458,0.9781621134076128,0.8556191051092511,0.558702597394218,1.0566271174953572,0.5381878526489082,2,38,1,20,3,5,1,39,6,14,6,3,39,34,35,13,0,1
2,0.5224404838490619,0.16227617394975125,0.597027616613768,0.6551811815319412,0.5265825496118799,0.5293078856608147,0.5968727342689196,0.5381878526489082,2,37,1,15,4,5,2,38,6,13,6,2,40,32,36,15,3,1
1,0.7069133310222502,0.004510347614754372,0.9111866548405221,1.0847088510621377,0.8762460115724485,0.3131675555827406,1.056272721054154,0.5381878526489082,2,39,1,20,4,5,1,40,5,15,5,3,38,33,34,10,0,1
1,0.6729284394825618,-0.05733764067124606,0.9550373904363512,1.03959044380556,0.8675206094097425,0.41779211376736336,1.0564225861642718,0.5381878526489082,2,39,1,20,4,5,1,40,5,15,5,3,39,34,34,11,0,1
2,0.4777296909455145,0.4434416928634827,0.17979064173843676,0.4362163230360813,0.2529537916224798,0.36712771007829864,0.19425248337650633,0.5381878526489082,2,37,1,10,4,5,2,38,6,13,6,2,40,30,36,15,5,1
2,0.8623964221809117,0.24476017635937525,0.7125017052817283,1.2921600676219582,0.9161537402266836,-0.2118705126438581,1.0555882197442408,0.5381878526489082,2,40,2,20,5,6,1,41,4,16,4,2,36,31,31,3,0,1
2,0.5206618541148123,0.17390344989688925,0.5805911203547389,0.6464920882636592,0.5157914858580992,0.5228904650075763,0.5811387046832786,0.5381878526489082,2,37,1,14,4,5,2,38,6,13,6,2,40,32,36,15,3,1
1,0.5697778077401986,-0.17260457987849265,1.0395346152596843,0.8867799946524657,0.8142774114473845,0.6996957596607232,1.0160668726946744,0.5381878526489082,2,38,1,20,3,5,1,39,6,14,6,3,40,35,36,15,0,1
2,0.2643035899140995,-0.07927279540831074,0.3754813706392879,-0.06794472722897332,0.7542058804691418,0.15872501514510484,-0.010121011133370402,0.10653735692238767,2,32,1,7,5,6,1,33,6,8,4,6,28,16,11,0,0,1
2,0.6164043787828563,-0.06502721558521199,0.19989912441609894,-0.039634271661315945,0.4284491114252409,-0.07706837353322746,0.43589815158810463,0.16151259517898897,2,32,1,11,3,5,1,33,5,8,6,3,30,18,11,0,0,1
1,0.08340601457389682,-0.08509549659913788,0.4737328819407962,-0.12459839002718781,0.648231035787069,0.22823097758204727,0.07669192698600066,0.42357504494804293,2,32,1,7,5,6,1,33,5,8,6,2,28,15,11,0,0,1
1,0.2539976706887766,0.11266485361708453,0.5088735061508671,-0.08883592919520358,0.5905968322091353,-0.043025133220597,0.25260339886116484,0.12118022746426257,2,31,1,7,5,6,1,32,5,8,6,2,28,15,11,0,0,1
1,0.11978324083582566,0.1656832691335718,0.614972707829753,-0.10505397291715408,0.6493545209776572,-0.02809806808261478,0.18351635268446348,0.10653735692238767,2,31,1,6,5,6,1,32,5,8,6,2,27,14,11,0,0,1
2,0.3011993619846454,-0.13721427718864412,0.31192057815062874,-0.05779695736095626,0.7818589053435157,0.2018775464414582,-0.06378264555738532,0.10653735692238767,2,32,1,7,5,6,1,33,6,8,4,7,28,16,11,0,0,1
2,0.28570424261895006,-0.11331015794900062,0.338736529200147,-0.06209304894879251,0.770214010287118,0.18381679539283952,-0.04233703899369601,0.10653735692238767,2,32,1,7,5,6,1,33,6,8,4,6,28,16,11,0,0,1
1,0.09965824210542507,0.04021988555791042,0.5403670202414427,-0.11577349824527419,0.648231035787069,0.11852130052001121,0.12812957795878024,0.2802424897367927,2,31,1,6,5,6,1,32,5,8,6,2,28,15,11,0,0,1
1,0.09317269690035145,-0.014856349052027592,0.5136465737434192,-0.11932338536135097,0.648231035787069,0.16327610591577643,0.10779258242986577,0.3381492088632309,2,31,1,6,5,6,1,32,5,8,6,2,28,15,11,0,0,1
1,0.18505213919089386,0.06503085566774096,0.5088117737117002,-0.08882639008921392,0.695856148431228,0.06315118412337274,0.10451512763488338,0.10653735692238767,2,31,1,6,5,6,1,32,5,8,5,4,27,15,11,0,0,1
1,0.36361823452722586,0.06421421600023668,0.417698207542162,-0.07461665341055967,0.5422992522135455,-0.05343558262788979,0.3079221095023858,0.1333236220976581,2,31,1,8,4,6,1,32,5,8,6,2,28,16,11,0,0,1
1,0.07083592391303623,-0.1640610802354221,0.42297326913516003,-0.13125564164304027,0.648231035787069,0.3087490966408738,0.035066558108801715,0.5309661920939752,2,32,1,7,5,6,1,33,5,8,6,2,28,16,11,0,0,1
2,0.03182108935927145,-0.37369046549842166,0.27090390182327745,-0.15078041362340722,0.648231035787069,0.5418132460639521,-0.09623673589905347,0.8476332017990063,2,33,1,8,6,6,2,34,6,9,5,3,29,17,12,0,0,1
1,0.1655245129196981,0.1493386910800972,0.580430841337042,-0.09981269459182256,0.6285517818145255,-0.03463341657970486,0.2085169316489805,0.1115566135923654,2,31,1,6,5,6,1,32,5,8,6,2,27,14,11,0,0,1
2,2.2558428161445674,1.5218996861863134,1.1914827244805768,1.7617627133588298,0.993816620725901,1.5444756592725488,1.3676281320890382,1.3716085352336456,1,12,1,8,4,5,1,34,6,8,3,5,30,18,24,6,0,1
1,2.3105903310589553,1.334809186100653,1.3323846832954922,1.8356617665995987,1.0149686965838924,1.7542947417484593,1.5855049546046138,1.4486719568221922,1,12,1,7,3,5,1,34,6,8,3,4,30,19,25,8,0,1
1,2.2461584920065043,1.033466167444262,1.507169066980785,1.880521645805599,1.0533366728801479,2.067651084214834,1.8769335007689116,1.5110693231850962,1,15,1,5,3,5,1,33,6,8,3,3,29,20,25,9,0,1
3,2.0733446700207794,2.174550350838432,0.7290734687528722,1.515850356269031,0.922813528644065,0.8562789640448165,0.6514878571905087,1.1145954325964482,2,10,1,11,5,6,1,36,6,8,3,7,30,16,21,1,0,1
2,2.2937965297836302,1.3918121650817592,1.2890310179994136,1.8129860078279771,1.0084874426573307,1.6897183440367225,1.518442394117178,1.4250319247417733,1,12,1,7,4,5,1,34,6,8,3,4,30,19,24,7,0,1
1,2.016829250087306,1.0325121688949597,1.4171945496674154,1.7652777304770384,1.0588815895233965,2.012231392901248,1.768331875638815,1.4142441369944283,1,18,1,5,3,4,1,32,6,7,4,3,28,19,24,7,0,1
1,2.3979622135366787,1.043293829534557,1.5599696895134745,1.9537454152040874,1.0485873149913205,2.0935894552411156,1.9380730109026756,1.5716933615423592,1,13,1,5,3,5,1,33,6,8,3,3,30,20,26,10,0,1
1,2.3690552271232512,1.0339699216420624,1.555009136748844,1.9417798764081604,1.050409719616201,2.097004459769324,1.9346304205212037,1.562436925780753,1,13,1,5,3,5,1,33,6,8,3,3,30,20,26,10,0,1
2,2.2296592186895396,1.6127072665864723,1.1245147223035639,1.7264428765024382,0.9836765351766891,1.444804684078574,1.2641325848997422,1.3347525675910235,1,12,1,8,4,5,1,34,6,8,3,5,30,18,23,5,0,1
1,2.1113162673845727,1.0329074451536882,1.4543764413943119,1.8129075083991248,1.0565838239877392,2.035167070763362,1.813225455997214,1.4542918460077785,1,16,1,5,3,5,1,33,6,7,4,3,28,20,25,8,0,1
2,1.201543549461397,1.0289744580654991,1.0901881980577468,1.346042025382985,1.07946591250087,1.808601530663552,1.3726663488203004,1.0597540773890566,2,28,1,6,2,3,0,31,6,5,6,4,23,18,20,0,0,1
1,-0.14014770230957008,0.03500327289463405,0.4293898397185719,-0.7074045148702647,-0.40744690775074643,-0.5004477026490786,-0.4095592107215206,0.21231626724116137,2,15,2,7,5,6,1,34,5,9,7,7,40,23,32,0,0,1
1,-0.09428296089553313,0.17843856370836303,0.36285630714201317,-0.7607521737966229,-0.4037650830616122,-0.4065529341201866,-0.4888339112161412,0.08970040186513699,1,14,2,6,4,5,2,33,5,8,6,6,40,23,31,0,0,1
1,-0.0013551457900611128,0.4115165472995571,0.24365182487998288,-0.8526836560549842,-0.39722417508790325,-0.2288942140839767,-0.6230689559334429,-0.15016543403509325,1,12,2,4,4,5,2,32,5,7,6,5,40,22,29,0,0,1
1,-0.09677338531874445,0.17123543811665226,0.3663863033312045,-0.7579563035164351,-0.4039600981233553,-0.41162138409538923,-0.4847072786505175,0.09646996618292449,1,14,2,6,4,5,2,33,5,8,6,6,40,23,31,0,0,1
1,-0.1729366628617519,-0.08618621593010466,0.47870016674356725,-0.6670090572479719,-0.41018014067737935,-0.5679181707624882,-0.34867127862495684,0.2994509250218052,2,15,2,8,5,6,1,34,5,9,7,7,40,23,33,0,0,1
1,-0.02812010610693052,0.3535517066848124,0.274018528812348,-0.8297484343307777,-0.39887957059418283,-0.2754589813202203,-0.5898245206770263,-0.09616262958209223,1,13,2,5,4,5,2,32,5,7,6,5,40,23,30,0,0,1
1,-0.14817017601206442,0.004149273195255829,0.44132983683511956,-0.6976888237358067,-0.4081085744035901,-0.5169451368851333,-0.39498930102829827,0.23360675186374527,2,15,2,7,5,6,1,34,5,9,7,7,40,23,32,0,0,1
1,0.03133424946928618,0.48062065345600646,0.20692467413568247,-0.8799246795067317,-0.39523734212789424,-0.17108825299338037,-0.6623656240419818,-0.2116292901499666,1,12,2,4,4,5,2,32,5,7,6,5,40,22,29,0,0,1
1,-0.1403929581964922,0.034130479120671464,0.429753616687889,-0.7071091322069603,-0.4074670642696458,-0.5009518709289308,-0.4091168971573071,0.2129671187762327,2,15,2,7,5,6,1,34,5,9,7,7,40,23,32,0,0,1
1,0.06677517839801442,0.5682348310426256,0.1594825823748207,-0.9142015177472576,-0.39270510135051423,-0.09310964207763378,-0.7115391649193387,-0.28628509320461837,1,11,2,3,4,5,2,31,5,6,6,4,40,22,28,0,0,1
1,-0.12869598156300008,0.07373609946257575,0.41249350015461306,-0.7210804648956994,-0.40651092048631227,-0.47692273999840373,-0.4299948807933328,0.18191311128249443,2,14,2,7,5,6,1,34,5,9,7,7,40,23,32,0,0,1
1,-0.13875781872131626,0.03990414933486658,0.42732978567487034,-0.7090765097714223,-0.40733276559919224,-0.4975907827834255,-0.4120621438707972,0.20862775911480988,2,15,2,7,5,6,1,34,5,9,7,7,40,23,32,0,0,1
1,0.005978145268935396,0.42425368570497163,0.2369252020199686,-0.8577150792665912,-0.39685890183036654,-0.218437796844024,-0.6303421486327301,-0.161699683581931,1,12,2,4,4,5,2,32,5,7,6,5,40,22,29,0,0,1
1,0.0484135869268905,0.522032862099256,0.18463210237453492,-0.8961683603476722,-0.394041829870207,-0.1350175584359967,-0.6857054692063308,-0.2473186199600012,1,11,2,3,4,5,2,31,5,6,6,4,40,22,28,0,0,1
1,0.04239255269080771,0.5072315005988952,0.1926254524511345,-0.8903707191824912,-0.3944694569613349,-0.1480510711729263,-0.6773827985269713,-0.23465019679813776,1,12,2,4,4,5,2,31,5,6,6,4,40,22,29,0,0,1
1,-0.005872509459012891,0.40308271880153485,0.24809524005542655,-0.849350068909426,-0.3974657669033961,-0.23577197919337695,-0.6182462155653459,-0.1424697471682163,1,12,2,4,4,5,2,32,5,7,6,5,40,22,29,0,0,1
1,-0.2344520345210889,-0.27260866728186106,0.5746089750556002,-0.5864257988025439,-0.4154932030647261,-0.6943624248577736,-0.22414253729780068,0.46501741932978313,2,16,2,9,5,6,1,36,5,11,7,9,40,24,34,0,0,1
1,-0.12637053545048682,0.08125607470406612,0.40908427447788437,-0.723829475539315,-0.4063221243941485,-0.47215020544670316,-0.4340927478715269,0.17573320143171534,2,14,2,7,5,6,1,34,5,9,7,7,40,23,32,0,0,1
1,-0.16814037374059412,-0.07042965556157123,0.47140455936723685,-0.6730305342201439,-0.409775686837872,-0.5580445430864992,-0.35780143888099925,0.2866764975727733,2,15,2,8,5,6,1,34,5,9,7,7,40,23,33,0,0,1
1,-0.09238647778164724,0.18389207884360137,0.36017523680733277,-0.7628730131239803,-0.4036169996797617,-0.4026966490551084,-0.49196229461309693,0.08452683308991754,1,14,2,6,4,5,2,33,5,8,6,6,40,23,31,0,0,1
1,-0.17564111050161466,-0.09493626948203346,0.4828259652085437,-0.6635969684272354,-0.410408864912787,-0.5734854635231588,-0.3434885625422406,0.30666035119243457,2,15,2,8,5,6,1,35,5,10,7,8,40,23,33,0,0,1
1,0.059693433350084035,0.23954643486519944,0.5616924324503522,-0.034842998724108516,0.27999236573410996,0.3548727664243066,-0.18787491910927034,-0.3341843660959428,1,26,2,9,3,5,1,36,5,11,6,9,25,19,17,0,0,1
2,0.33381185551070697,-0.18746840334004145,0.23191657497028717,-0.034842998724108516,0.7565049898414757,0.30300598994215466,-0.16856161880209805,0.03442348755979539,2,31,1,7,5,6,1,33,6,9,4,9,27,17,12,0,0,1
2,0.24643972176247414,-0.05434217298555729,0.34219186966290577,-0.034842998724108516,0.5994412238096585,0.3202217404293622,-0.17498407632073917,-0.10764964088061807,2,29,1,8,4,6,1,34,6,10,5,9,26,18,14,0,0,1
1,0.1881209869962276,0.053055893504298665,0.4134701790583314,-0.034842998724108516,0.49674185520681957,0.3314559308312803,-0.17916892553956182,-0.18508188800623776,1,28,2,8,4,5,1,35,5,10,5,9,26,18,15,0,0,1
2,0.3019804043752988,-0.1409049301697388,0.2725964319363626,-0.034842998724108516,0.6988817331740237,0.3093217729481937,-0.1709190335266783,-0.024229022609482898,2,30,1,7,5,6,1,34,6,9,4,9,27,17,13,0,0,1
2,0.2832122410959661,-0.1125994144062429,0.2963020635956204,-0.034842998724108516,0.6651164721996853,0.3130235326731778,-0.1723000715913286,-0.054188252576242754,2,30,1,8,4,6,1,34,6,9,4,9,27,18,13,0,0,1
2,0.23205432379691213,-0.029767758966544242,0.35994761936359804,-0.034842998724108516,0.5739332506739627,0.3230155122092111,-0.17602525479611308,-0.12743424123618896,2,29,1,8,4,6,1,34,6,10,5,9,26,18,14,0,0,1
1,0.11178117010890806,0.16874912682236273,0.5034924196709734,-0.034842998724108516,0.3657764769260558,0.3456804918239773,-0.18446022646786486,-0.27715666026190455,1,27,2,8,4,5,1,35,5,11,6,9,25,18,16,0,0,1
2,0.3052269895551319,-0.14573062556739907,0.26847543139189334,-0.034842998724108516,0.704738671165793,0.30867969253210653,-0.1706794374804643,-0.018674351469105684,2,31,1,7,5,6,1,34,6,9,4,9,27,17,12,0,0,1
2,0.28593489980497266,-0.11675254247261953,0.2928753304682346,-0.034842998724108516,0.6700047536486511,0.3124876203945235,-0.1721001669208162,-0.05000194925940143,2,30,1,8,4,6,1,34,6,9,4,9,27,18,13,0,0,1
1,0.10858914978714236,0.17326062301658335,0.507152432049195,-0.034842998724108516,0.3604137815472317,0.34625886107602105,-0.1846751861886596,-0.2807955464627094,1,27,2,9,3,5,1,35,5,11,6,9,25,19,16,0,0,1
1,0.06736577375763955,0.22951721316287138,0.5533597095323255,-0.034842998724108516,0.29235075853500836,0.3535574674176293,-0.1873865513335445,-0.32612511239736114,1,26,2,9,3,5,1,36,5,11,6,9,25,19,17,0,0,1
1,0.16246819337142993,0.0939305606255196,0.44419148022076616,-0.034842998724108516,0.45222553478952193,0.3363085842332919,-0.18097499625296934,-0.21710169256905504,1,28,2,8,4,5,1,35,5,10,5,9,26,18,15,0,0,1
2,0.27261066713512405,-0.09625283660099639,0.3096066170356904,-0.034842998724108516,0.6461152951525768,0.3151065746754258,-0.17307698062200932,-0.07012958023953358,2,30,1,8,4,6,1,34,6,9,4,9,27,18,13,0,0,1
2,0.3149870784399918,-0.160126913971764,0.25604925241667575,-0.034842998724108516,0.7223741610612892,0.3067464956790259,-0.16995796366513646,0.0003320390758691625,2,31,1,7,5,6,1,34,6,9,4,9,27,17,12,0,0,1
2,0.2603293542946451,-0.07691003691061929,0.3249434523466348,-0.034842998724108516,0.6241704757484813,0.31751195756555484,-0.17397390848461927,-0.08801587557623361,2,30,1,8,4,6,1,34,6,9,4,9,27,18,13,0,0,1
1,0.12179879321352995,0.15444684765194905,0.4919425421121679,-0.034842998724108516,0.3826764529761922,0.3438551961018971,-0.1837817316471464,-0.26562436686067115,1,27,2,8,4,5,1,35,5,11,6,9,25,18,16,0,0,1
1,0.18763339267608006,0.053861765468557914,0.4140579609301039,-0.034842998724108516,0.4958916272408843,0.3315487368911018,-0.1792034754639349,-0.18570108833764923,1,28,2,8,4,5,1,35,5,10,5,9,26,18,15,0,0,1
2,0.16899999644726227,0.69519008122305,0.10760960422467583,0.4789748224737443,0.6496464052268482,0.6735467901008433,0.9990590398551782,0.5080505975587948,2,34,1,5,4,5,2,37,6,11,6,2,38,23,29,0,0,1
1,0.32644506193372813,0.5752010863236612,0.16146371254268901,0.9040276591375305,0.25124879361112623,0.6932306843880651,0.44974766735059785,0.5337326030843146,2,35,2,10,3,5,1,36,6,13,6,4,40,20,25,0,0,1
1,0.09805156538560975,0.07439909610474833,-0.40185377976608405,0.5775264287452564,0.6615986658642866,0.9058205574638014,0.16387486559939624,0.24954991712520264,2,36,1,13,4,6,1,37,6,14,4,4,38,30,23,0,0,1
1,0.13918361266227927,0.27180072530443883,-0.13991449561442887,0.7476552783236557,0.6547382882713755,0.7949229911083323,0.16166587646365121,0.3990548674318682,2,35,1,14,4,5,1,37,6,13,3,6,36,25,23,0,0,1
1,0.07871678477435415,0.06086756159617021,-0.5093469237560799,0.39760145005504866,0.6647359708152588,0.946572121285082,0.3853361957765396,0.17919574551512035,2,36,1,10,5,6,1,38,6,14,6,2,40,32,24,0,0,1
1,0.29376032090658366,0.4885877839103559,0.04056303618956395,0.8388217132399302,0.30329923703396616,0.7355901053769323,0.41592157425159854,0.4778115139583412,2,35,2,10,3,5,1,36,6,13,6,4,40,22,25,0,0,1
1,0.06030022455040164,-0.12320700474234593,-0.6043433550683452,0.42658127332929696,0.6676539216341245,1.003956735870413,0.16582224545502297,0.11154681025293414,2,36,1,11,5,6,1,38,6,15,6,3,39,34,22,0,0,1
1,0.2645988656735204,0.4114955278773307,-0.0810245706726141,0.7811038614973436,0.34903196877750775,0.7731410933219478,0.3858314778429163,0.4280366154782274,2,35,2,10,3,5,1,36,6,13,6,4,40,24,24,0,0,1
1,0.06392629075703672,-0.1319753609459065,-0.6256861607493464,0.3377459337539388,0.6699257405414876,1.0149069590853648,0.1902833342888724,0.09542172137694654,2,36,1,11,5,6,1,38,6,15,6,2,40,34,22,0,0,1
1,0.05892250835458765,-0.09859624342674632,-0.6111705434617499,0.38062145815356513,0.6678689067116782,1.0034536768828652,0.25480623158707827,0.10643276002113368,2,36,1,10,5,6,1,38,6,15,6,2,40,34,23,0,0,1
1,0.06283269164454532,-0.14588924716477036,-0.6384457520020262,0.3994463699793153,0.6468752022500701,1.0215097833138373,0.18285899020711915,0.08557459019934426,2,36,1,11,5,6,1,38,6,15,6,2,40,34,22,0,0,1
1,0.3807451328974717,-0.11411345525786261,0.16850129156100246,-0.14938728391514966,-0.05407486588698009,-0.385558915886135,-0.4480318926666137,-0.0688218438375132,2,38,1,13,4,5,2,40,6,17,7,8,26,20,11,0,0,1
